Longitude,Latitude,Predicted_UHI
-70.76733,-33.43597,High
-70.76725167,-33.43561167,High
-70.76714167,-33.435285,High
-70.767065,-33.43498833,High
-70.76699833,-33.43467167,High
-70.76692833,-33.434355,High
-70.76684167,-33.43404667,High
-70.76672,-33.4337,High
-70.76662667,-33.43340167,High
-70.76654667,-33.43316833,High
-70.76640833,-33.43291167,High
-70.76623667,-33.43252167,High
-70.76607833,-33.43218333,High
-70.76594833,-33.43189333,High
-70.76578,-33.431545,High
-70.76562333,-33.43119667,High
-70.76549333,-33.43090333,High
-70.76540167,-33.43052833,High
-70.765305,-33.43021167,High
-70.76521333,-33.429905,High
-70.765085,-33.42964167,High
-70.76484167,-33.429245,High
-70.764755,-33.42901,High
-70.76464333,-33.42866667,High
-70.76454833,-33.428315,High
-70.76445667,-33.42803833,High
-70.76435833,-33.42771,High
-70.76427333,-33.42739167,High
-70.764025,-33.427275,High
-70.763625,-33.42743833,High
-70.76318667,-33.42764833,High
-70.76262833,-33.42777333,High
-70.762075,-33.4278,High
-70.76157667,-33.42780667,High
-70.76111333,-33.427765,High
-70.76057833,-33.427655,High
-70.76005167,-33.42754667,High
-70.75951333,-33.42751,High
-70.75893167,-33.42750333,High
-70.75857833,-33.42749167,High
-70.75818333,-33.42746333,High
-70.75769833,-33.427425,High
-70.75722333,-33.42740333,High
-70.75674333,-33.42742667,High
-70.75629667,-33.42746667,Medium
-70.755855,-33.427515,High
-70.755455,-33.42759667,High
-70.75507333,-33.427775,High
-70.75475667,-33.42793667,High
-70.754445,-33.42804667,High
-70.754065,-33.4281,High
-70.75364167,-33.42816333,High
-70.75321,-33.428205,High
-70.75273833,-33.42824833,High
-70.75232333,-33.42831167,High
-70.75199833,-33.428515,High
-70.75165,-33.42871333,High
-70.75127833,-33.42888,High
-70.75082,-33.42905333,High
-70.750585,-33.42897167,High
-70.750625,-33.42865,High
-70.75067,-33.428225,High
-70.75077833,-33.427855,High
-70.75087333,-33.427495,High
-70.75090833,-33.42712667,High
-70.75097333,-33.426785,High
-70.751085,-33.42645,High
-70.751195,-33.42608833,High
-70.75129333,-33.425775,High
-70.75133667,-33.42546667,High
-70.7514,-33.425105,High
-70.7514,-33.42485667,Medium
-70.75138167,-33.42456,High
-70.75147667,-33.424175,High
-70.751575,-33.42377167,High
-70.751655,-33.423365,High
-70.75173333,-33.42294333,High
-70.75183167,-33.42258667,High
-70.75191,-33.42216667,High
-70.751975,-33.42187833,High
-70.75202167,-33.421515,High
-70.75212833,-33.42105667,High
-70.75226,-33.42060167,High
-70.75237833,-33.4201,High
-70.752485,-33.41961833,High
-70.75261,-33.419175,High
-70.752685,-33.41876833,High
-70.75276833,-33.41836,High
-70.75288167,-33.41793,High
-70.75298833,-33.41752333,High
-70.75303333,-33.41716833,High
-70.75319667,-33.41653,High
-70.75326833,-33.41618667,High
-70.75332333,-33.41586333,High
-70.753405,-33.41553167,Medium
-70.75347167,-33.41522167,High
-70.75356333,-33.41486667,Medium
-70.753645,-33.41452667,High
-70.75374667,-33.41412167,Medium
-70.75381333,-33.41379333,Medium
-70.75541333,-33.413565,Medium
-70.75605333,-33.4136,High
-70.75671333,-33.41362833,High
-70.75739667,-33.41366333,High
-70.75799833,-33.41368167,Medium
-70.75857,-33.41371167,Medium
-70.75910667,-33.41373167,Medium
-70.75957333,-33.41376333,Medium
-70.760075,-33.41377167,Medium
-70.76043167,-33.4138,Medium
-70.76082833,-33.41384833,Medium
-70.76129833,-33.41389833,High
-70.761825,-33.41403667,High
-70.76228,-33.41415667,Medium
-70.76274667,-33.41426667,Medium
-70.76316333,-33.41435833,Medium
-70.76362833,-33.414445,Medium
-70.764105,-33.41450833,Medium
-70.76456,-33.41458333,Medium
-70.76495,-33.41466167,Medium
-70.76518833,-33.41476833,Medium
-70.76520167,-33.415045,Medium
-70.76519,-33.41533167,High
-70.76517333,-33.415615,High
-70.765175,-33.41588667,High
-70.765195,-33.41615167,High
-70.76517667,-33.41640667,High
-70.765155,-33.41676833,High
-70.76515667,-33.41706333,High
-70.76517167,-33.417345,High
-70.76518333,-33.41765167,High
-70.76496833,-33.41812333,High
-70.76444167,-33.41813,Medium
-70.764315,-33.41779167,High
-70.76432167,-33.41747333,High
-70.76432333,-33.41713833,High
-70.764315,-33.416845,Medium
-70.764315,-33.41651,Medium
-70.76430333,-33.41617667,Medium
-70.763985,-33.41607333,Medium
-70.76398333,-33.41575167,High
-70.76397167,-33.41543333,High
-70.76396833,-33.41511833,High
-70.76396667,-33.41479667,Medium
-70.763675,-33.41459,Medium
-70.76327,-33.41452,Medium
-70.762785,-33.41442167,Medium
-70.76224833,-33.41428333,Medium
-70.76169167,-33.41413167,Medium
-70.761125,-33.41403167,Medium
-70.76058333,-33.41397667,Medium
-70.75985667,-33.41391667,Medium
-70.75942,-33.41386833,High
-70.75886333,-33.413865,Medium
-70.75830667,-33.41385167,Medium
-70.757735,-33.41382,Medium
-70.75716,-33.41378167,Medium
-70.75666667,-33.41376667,Low
-70.75613667,-33.41375167,Medium
-70.75559167,-33.41371333,Medium
-70.75504167,-33.41370167,Medium
-70.75349833,-33.41362667,Medium
-70.753075,-33.41360333,Medium
-70.752625,-33.41358667,High
-70.75213667,-33.41355333,High
-70.75161667,-33.41352167,High
-70.75115,-33.413505,High
-70.750645,-33.41347333,High
-70.75014667,-33.413435,High
-70.749655,-33.41341667,High
-70.74910833,-33.41340333,High
-70.74861333,-33.413355,High
-70.74816,-33.413345,High
-70.74774167,-33.41334333,Medium
-70.74737,-33.41333167,High
-70.74704667,-33.413325,High
-70.746695,-33.41330167,High
-70.74635,-33.4133,High
-70.74600833,-33.41330167,High
-70.745715,-33.41329,High
-70.74539667,-33.413285,High
-70.74509667,-33.41316,Medium
-70.74518333,-33.41285,High
-70.74533667,-33.41250667,High
-70.74553,-33.41213667,Medium
-70.74563833,-33.41181,Medium
-70.74589,-33.41118333,Medium
-70.74602167,-33.41091333,High
-70.74612667,-33.41055667,High
-70.74616167,-33.41021,Medium
-70.74614833,-33.40988667,Medium
-70.74612833,-33.40950667,High
-70.74610167,-33.40919833,High
-70.746075,-33.40891167,High
-70.74604167,-33.40854333,High
-70.74601,-33.40811,High
-70.74597833,-33.40778167,High
-70.74589167,-33.40741167,High
-70.745805,-33.40711333,High
-70.74571333,-33.40679167,High
-70.74562167,-33.40650667,High
-70.74553667,-33.406145,High
-70.74541,-33.4058,High
-70.74529167,-33.405525,High
-70.74515667,-33.405245,High
-70.74500667,-33.40492833,High
-70.74485,-33.40457167,High
-70.74475,-33.40423167,High
-70.74475167,-33.40393667,High
-70.74485,-33.40368833,High
-70.74497333,-33.40342333,High
-70.745095,-33.40315667,High
-70.74523667,-33.40287,High
-70.74539333,-33.40257667,High
-70.74556833,-33.40228833,High
-70.74571833,-33.40200333,High
-70.74585833,-33.40174,High
-70.74603167,-33.40143167,High
-70.746245,-33.401095,High
-70.74642167,-33.40079333,High
-70.74655,-33.40051333,High
-70.74662333,-33.40024833,High
-70.74655833,-33.39973,High
-70.746165,-33.39989,High
-70.74585667,-33.39999167,High
-70.74553167,-33.40013,High
-70.74518667,-33.400275,High
-70.74486167,-33.400415,High
-70.74456167,-33.40054833,High
-70.744235,-33.400695,High
-70.74389833,-33.40081667,High
-70.74354333,-33.400845,High
-70.74319667,-33.40076833,High
-70.74288833,-33.40064667,High
-70.74254833,-33.40051167,High
-70.74225667,-33.40040833,High
-70.7419,-33.40025833,High
-70.74151833,-33.40008,High
-70.74112167,-33.39989667,High
-70.74074333,-33.39974833,High
-70.74044333,-33.39961333,High
-70.74007333,-33.39952167,High
-70.73969,-33.39955,High
-70.73940667,-33.39965333,High
-70.73907667,-33.39978667,High
-70.73870833,-33.39992,High
-70.738315,-33.40008167,High
-70.737915,-33.40019833,High
-70.73752167,-33.40032667,High
-70.73715667,-33.40042,High
-70.73678833,-33.40051333,Medium
-70.73643333,-33.40059667,High
-70.73603833,-33.40068167,Medium
-70.73568167,-33.40066333,High
-70.73547,-33.400355,High
-70.73524167,-33.40012333,High
-70.734805,-33.40021,High
-70.73442667,-33.400275,Medium
-70.73395,-33.40037,High
-70.73360167,-33.40058333,High
-70.73335333,-33.40093,High
-70.73304667,-33.40126833,High
-70.73271833,-33.40155833,High
-70.73243667,-33.40173667,High
-70.732105,-33.40181667,High
-70.7317,-33.40191,High
-70.731405,-33.40211167,High
-70.73111833,-33.40236,High
-70.73087667,-33.40264333,High
-70.73065667,-33.40292,High
-70.730445,-33.40318667,High
-70.73024,-33.40346833,High
-70.730005,-33.40376167,High
-70.72983333,-33.40398833,High
-70.72966,-33.404235,High
-70.729455,-33.40449667,High
-70.72921167,-33.404815,High
-70.72903167,-33.405055,High
-70.72882667,-33.405315,High
-70.728635,-33.40556333,High
-70.72843833,-33.405805,High
-70.72824833,-33.40603333,High
-70.72792833,-33.40646833,High
-70.72763,-33.40674,High
-70.72734667,-33.406985,High
-70.72711,-33.407165,High
-70.72686833,-33.40735333,High
-70.72664167,-33.40754167,High
-70.72634167,-33.40777,High
-70.72592667,-33.40809,Medium
-70.72570667,-33.40827,Medium
-70.72544167,-33.40847667,High
-70.72517167,-33.40869167,High
-70.724895,-33.40889833,High
-70.724635,-33.40911833,High
-70.72440333,-33.40936167,Medium
-70.72425167,-33.40961833,High
-70.72405667,-33.40992,High
-70.72343333,-33.41085167,Medium
-70.72325167,-33.411045,Medium
-70.72295333,-33.41127333,Medium
-70.72271667,-33.41151,Medium
-70.72252167,-33.41172,Medium
-70.72225,-33.41197667,Medium
-70.72197333,-33.41222167,High
-70.72161833,-33.41242167,High
-70.72124333,-33.41256833,High
-70.72096333,-33.41267,Medium
-70.72068833,-33.41278333,High
-70.720405,-33.4129,Medium
-70.720125,-33.41300333,High
-70.71984,-33.41310667,Medium
-70.719565,-33.41322,Medium
-70.71930167,-33.41334833,High
-70.71904,-33.41351667,High
-70.71877833,-33.41368833,High
-70.71849167,-33.41387333,High
-70.71824833,-33.41403167,High
-70.71798333,-33.41419,High
-70.71773,-33.41435333,High
-70.71745,-33.41454167,High
-70.717195,-33.41469167,High
-70.716945,-33.41480667,High
-70.716535,-33.41497333,High
-70.71599333,-33.41521667,High
-70.71618833,-33.41558833,High
-70.716395,-33.41594,High
-70.716575,-33.41623167,High
-70.71674,-33.41653333,High
-70.71681333,-33.41683,High
-70.71687667,-33.41707833,High
-70.71694167,-33.41739,High
-70.71700667,-33.41768833,High
-70.717075,-33.41793667,High
-70.717145,-33.41823333,High
-70.71722667,-33.41853833,High
-70.71731833,-33.41890833,High
-70.71739333,-33.419295,High
-70.717435,-33.41954,High
-70.71749333,-33.41979333,High
-70.71755,-33.42006167,High
-70.71761167,-33.42033667,High
-70.71767,-33.42058167,High
-70.71779333,-33.42101333,High
-70.71790833,-33.42144167,High
-70.718015,-33.42191,High
-70.71809,-33.422225,High
-70.71816333,-33.42250667,High
-70.71823833,-33.42277,High
-70.7183,-33.42307,High
-70.71837,-33.42337833,High
-70.71843833,-33.423685,High
-70.71850333,-33.423965,High
-70.71859167,-33.42422333,High
-70.718675,-33.4245,High
-70.71877667,-33.4248,High
-70.71885,-33.42507833,High
-70.71893167,-33.42538333,High
-70.71908333,-33.42596333,High
-70.71917333,-33.42621333,High
-70.71924667,-33.42651,High
-70.719315,-33.42679167,High
-70.71939833,-33.42711333,High
-70.719475,-33.42742667,High
-70.71954333,-33.42770167,High
-70.719625,-33.42799667,High
-70.719695,-33.42829167,High
-70.71977667,-33.42864167,High
-70.719845,-33.42894333,High
-70.71991667,-33.429225,High
-70.72000333,-33.429545,High
-70.72009333,-33.42986833,High
-70.72016167,-33.43014167,High
-70.72031167,-33.430725,High
-70.720365,-33.43098833,High
-70.72043,-33.43127833,High
-70.72048,-33.43156333,High
-70.72056833,-33.43197333,High
-70.72068167,-33.4324,High
-70.72075167,-33.43282167,High
-70.72082667,-33.43319167,High
-70.72089333,-33.43357167,High
-70.72096667,-33.43394167,High
-70.72103167,-33.43424167,High
-70.72110167,-33.4346,High
-70.72116833,-33.43485833,High
-70.72124,-33.43520833,High
-70.721325,-33.43559,Medium
-70.721435,-33.43597333,High
-70.72148833,-33.43623667,High
-70.72153833,-33.43654833,High
-70.72128,-33.43667667,High
-70.72073333,-33.43676,High
-70.72041167,-33.43681167,High
-70.72008167,-33.43686,High
-70.71965333,-33.43712167,High
-70.71958667,-33.438175,High
-70.71956833,-33.43851,High
-70.71956,-33.43879667,Medium
-70.71954167,-33.43921833,High
-70.71961333,-33.43957333,Medium
-70.71967,-33.43992,Medium
-70.71972,-33.44032667,High
-70.71976,-33.44068667,Medium
-70.71981833,-33.44109333,High
-70.71981667,-33.44148167,High
-70.71976167,-33.44187,High
-70.719735,-33.44219,High
-70.71965667,-33.44264,High
-70.719615,-33.44299167,High
-70.719565,-33.44328667,High
-70.7201,-33.44382667,High
-70.72063167,-33.44392667,High
-70.72113667,-33.443985,Medium
-70.721435,-33.44401667,High
-70.72185333,-33.44406833,High
-70.722285,-33.44412,High
-70.72274667,-33.444185,High
-70.723425,-33.44425167,Medium
-70.72373,-33.44428167,High
-70.72406333,-33.44430167,High
-70.72440167,-33.444325,High
-70.72475,-33.44435667,High
-70.72511,-33.44437833,High
-70.72546167,-33.444395,High
-70.72582,-33.444415,High
-70.72619667,-33.44443167,High
-70.72654833,-33.444445,High
-70.72689833,-33.44444667,High
-70.72726333,-33.44445333,High
-70.72758167,-33.44446,Medium
-70.72793833,-33.44447667,Medium
-70.72824,-33.44448833,Medium
-70.72857,-33.4445,Medium
-70.728915,-33.44450667,Medium
-70.72926167,-33.44451333,High
-70.72962667,-33.44451667,High
-70.72998,-33.444515,Medium
-70.73032833,-33.44452167,Medium
-70.73065833,-33.444515,Medium
-70.731065,-33.444515,Medium
-70.73136833,-33.44452167,Medium
-70.73174167,-33.44453167,High
-70.73206833,-33.44453167,High
-70.73244833,-33.44453333,High
-70.73284333,-33.44454333,High
-70.73319167,-33.44455333,High
-70.73417,-33.44457833,High
-70.73460333,-33.44457667,High
-70.735015,-33.44458,Medium
-70.73542333,-33.444585,High
-70.73582333,-33.44458167,High
-70.7362,-33.44457667,Medium
-70.73660667,-33.44458833,High
-70.737075,-33.44461833,High
-70.73757167,-33.44462167,Medium
-70.738055,-33.44460333,High
-70.738605,-33.444785,High
-70.73858,-33.44518667,High
-70.73856333,-33.44548667,High
-70.73829167,-33.44557667,High
-70.73796167,-33.44571,High
-70.737725,-33.44583667,High
-70.737085,-33.44613,High
-70.736655,-33.44612167,High
-70.73619333,-33.44615167,High
-70.73582167,-33.446135,High
-70.735435,-33.44612,High
-70.73501667,-33.44611167,High
-70.73461167,-33.44612,High
-70.73424333,-33.44613333,High
-70.73388333,-33.44613333,High
-70.73361667,-33.44615333,High
-70.73326667,-33.44614,High
-70.73286,-33.446155,High
-70.73241833,-33.44613667,High
-70.73198833,-33.44613167,High
-70.73157167,-33.446135,High
-70.73122833,-33.44614167,High
-70.73101333,-33.44634833,High
-70.73101833,-33.44664,High
-70.73103,-33.44693833,High
-70.73102833,-33.44729167,High
-70.73102,-33.44767667,High
-70.73103667,-33.44795333,High
-70.73104,-33.448255,High
-70.73103,-33.44858333,High
-70.73103,-33.44890167,High
-70.73103667,-33.44918833,Medium
-70.73104,-33.44946333,Medium
-70.73104333,-33.44974667,Medium
-70.73105667,-33.45006333,Medium
-70.731055,-33.45034167,Medium
-70.73072167,-33.4505,Medium
-70.73033833,-33.450495,Low
-70.72989667,-33.45047167,Low
-70.72948833,-33.45042833,Medium
-70.72906833,-33.45048,Medium
-70.728675,-33.45052667,Medium
-70.72786333,-33.450675,Medium
-70.727505,-33.45079833,Medium
-70.72719,-33.45089667,Medium
-70.72684333,-33.451,Medium
-70.72650167,-33.4511,Medium
-70.72617833,-33.451205,Medium
-70.72585,-33.45129667,High
-70.72549833,-33.45139167,High
-70.72513167,-33.45149333,Medium
-70.72476167,-33.45158167,High
-70.72441333,-33.45165667,Medium
-70.72408333,-33.45172333,Medium
-70.72377833,-33.45178333,Low
-70.72343333,-33.45183,Medium
-70.72288167,-33.45182333,Medium
-70.72248167,-33.451805,High
-70.73363111,-33.444575,High
-70.76818,-33.43970333,High
-70.76811167,-33.43933167,High
-70.76805167,-33.439045,High
-70.76797167,-33.43871667,High
-70.76789833,-33.43841,High
-70.76781333,-33.43807667,High
-70.767735,-33.43769833,High
-70.76764667,-33.43732167,High
-70.76755,-33.436935,High
-70.76748,-33.436645,High
-70.767375,-33.43613833,High
-70.767295,-33.43579333,High
-70.76719,-33.43542833,High
-70.76710333,-33.435135,High
-70.76703833,-33.43484167,High
-70.76696333,-33.43451167,High
-70.76688667,-33.43420333,High
-70.76679333,-33.43388167,High
-70.76666667,-33.43353667,High
-70.76659333,-33.43329,High
-70.76647833,-33.43303,High
-70.76634,-33.43273833,High
-70.76614333,-33.43230333,High
-70.76601,-33.43204833,High
-70.76587333,-33.43173,High
-70.76569333,-33.43135667,High
-70.76554167,-33.43104833,High
-70.76544833,-33.43067333,High
-70.76535167,-33.43036833,High
-70.76526,-33.43005833,High
-70.76515333,-33.42976,High
-70.76496167,-33.42945,High
-70.76479333,-33.42912833,High
-70.76472,-33.42888667,High
-70.76459833,-33.42849167,High
-70.76450167,-33.42817167,High
-70.76440667,-33.42787833,High
-70.76432167,-33.42754667,High
-70.764225,-33.42728167,High
-70.7638,-33.42737167,High
-70.76341833,-33.42752833,High
-70.76291,-33.42771833,High
-70.762345,-33.42779,High
-70.76181167,-33.42780833,High
-70.76134667,-33.427795,High
-70.76086333,-33.42772667,High
-70.76032667,-33.42759167,High
-70.759775,-33.427525,High
-70.75922167,-33.42749167,High
-70.758775,-33.42750333,High
-70.758385,-33.42747833,High
-70.757945,-33.42744333,High
-70.75745333,-33.42741,High
-70.75698167,-33.42741167,High
-70.75650167,-33.42744333,High
-70.756045,-33.427485,High
-70.75564667,-33.427545,High
-70.75525833,-33.42767833,High
-70.754905,-33.42786667,Medium
-70.75466167,-33.42798,High
-70.75426167,-33.428075,High
-70.75385167,-33.428125,High
-70.75343333,-33.428185,High
-70.75297,-33.42822667,High
-70.75251167,-33.428255,High
-70.752155,-33.42839833,Medium
-70.751825,-33.42862333,High
-70.75147833,-33.42878667,High
-70.75105333,-33.42898,High
-70.75067833,-33.42909167,High
-70.750605,-33.42882667,High
-70.75064667,-33.42842167,High
-70.75072333,-33.42804667,High
-70.750825,-33.42766167,Medium
-70.75089833,-33.427315,High
-70.75093,-33.42694833,High
-70.750995,-33.42665833,High
-70.75115167,-33.42622333,High
-70.751245,-33.42593667,High
-70.75132,-33.42561,High
-70.75134833,-33.425335,High
-70.75142167,-33.42498333,High
-70.75137333,-33.42471833,High
-70.75141667,-33.42438167,High
-70.75152667,-33.42397833,High
-70.75161,-33.42356833,High
-70.75167833,-33.42313667,High
-70.751785,-33.422745,High
-70.75186167,-33.42246167,High
-70.75193667,-33.42203167,High
-70.75200833,-33.42170333,Medium
-70.75208,-33.421275,High
-70.752185,-33.42083167,High
-70.75230167,-33.420355,High
-70.75243667,-33.419845,High
-70.75253833,-33.41939833,High
-70.75264,-33.418955,High
-70.75273333,-33.41856167,High
-70.75283333,-33.41814833,High
-70.75293667,-33.41771167,High
-70.75301167,-33.41732,High
-70.75316333,-33.41666167,High
-70.75323667,-33.416365,High
-70.75330833,-33.41600667,High
-70.753365,-33.41567333,High
-70.75344167,-33.41537833,High
-70.75351333,-33.415055,High
-70.75361333,-33.41468833,Medium
-70.75370833,-33.414325,High
-70.75378167,-33.41394333,Medium
-70.7551,-33.41359833,High
-70.75574333,-33.41357667,Medium
-70.75638,-33.41360667,Medium
-70.75705833,-33.41364333,Medium
-70.75768667,-33.41367,Low
-70.75829167,-33.41369667,High
-70.75884833,-33.41372333,Medium
-70.75936667,-33.413745,Medium
-70.76024333,-33.413785,Medium
-70.76062167,-33.41382,Medium
-70.76106167,-33.41386,Medium
-70.76156833,-33.41397833,High
-70.76205167,-33.41407667,High
-70.762505,-33.41421667,Medium
-70.76295833,-33.41429667,Medium
-70.763385,-33.41439333,Medium
-70.76385333,-33.414495,Medium
-70.764345,-33.41454,Medium
-70.764775,-33.41463167,Medium
-70.76520333,-33.4149,Medium
-70.76519667,-33.415185,Medium
-70.76517833,-33.415475,High
-70.76516667,-33.415755,High
-70.76518667,-33.41601667,High
-70.76519167,-33.41627833,High
-70.76516833,-33.41653833,High
-70.76515667,-33.41691333,High
-70.76516167,-33.41720833,High
-70.76519167,-33.41751167,High
-70.76516333,-33.41787167,High
-70.76469,-33.41813667,High
-70.764305,-33.41802833,High
-70.76431833,-33.41760833,High
-70.76432333,-33.417305,High
-70.764315,-33.41699333,Medium
-70.76432,-33.41668833,Medium
-70.76432833,-33.41631833,Medium
-70.76411167,-33.41613333,Medium
-70.76397667,-33.41591667,High
-70.76397667,-33.41557833,High
-70.763975,-33.415265,High
-70.76397167,-33.41494833,Medium
-70.76390333,-33.414615,Medium
-70.76346833,-33.41456167,Medium
-70.76304667,-33.414475,Medium
-70.76252,-33.41435333,Medium
-70.76196833,-33.41421333,Medium
-70.76141333,-33.41408667,Medium
-70.76084333,-33.41400667,Medium
-70.760365,-33.41394333,Medium
-70.75965833,-33.41389667,Medium
-70.75915,-33.413865,Medium
-70.75857833,-33.413865,Medium
-70.75802167,-33.41384833,High
-70.75744333,-33.4138,Medium
-70.75690833,-33.41378,High
-70.75640167,-33.41376667,Medium
-70.75585833,-33.413735,Medium
-70.75530167,-33.41371,High
-70.75369667,-33.41364,Medium
-70.75329167,-33.413615,Medium
-70.75286667,-33.41359333,Medium
-70.75237667,-33.41357,High
-70.75187833,-33.41355,High
-70.75136833,-33.41351833,High
-70.75089,-33.41348167,High
-70.75039667,-33.41345333,High
-70.749895,-33.413455,High
-70.74939833,-33.41340833,High
-70.748855,-33.413375,High
-70.74838,-33.413355,High
-70.747945,-33.41334667,High
-70.74755167,-33.41334,High
-70.74720833,-33.41333,High
-70.74686,-33.41331833,High
-70.74653333,-33.4133,High
-70.74617,-33.41329833,High
-70.74586,-33.413295,High
-70.74555833,-33.41328667,High
-70.74518333,-33.41325167,High
-70.74513,-33.41299,High
-70.74525,-33.41269667,High
-70.74545,-33.41230667,Medium
-70.74558167,-33.41197667,Medium
-70.74569167,-33.411675,Medium
-70.74582667,-33.41129833,High
-70.74595667,-33.41105,High
-70.74608167,-33.410725,High
-70.74617667,-33.410355,Medium
-70.74615333,-33.41005833,Medium
-70.74612333,-33.40969667,High
-70.74611667,-33.40933667,High
-70.74609,-33.40906333,High
-70.74606333,-33.40873667,High
-70.746015,-33.40831167,High
-70.74601,-33.40796167,High
-70.745965,-33.40756167,High
-70.74583833,-33.40725333,High
-70.74576833,-33.40695333,High
-70.74566167,-33.40664167,High
-70.74557833,-33.40633333,High
-70.74534333,-33.40564333,High
-70.74523333,-33.40539667,High
-70.74507833,-33.40508333,High
-70.74492833,-33.40476167,High
-70.744795,-33.40439333,High
-70.74473667,-33.404085,High
-70.74479833,-33.40380833,High
-70.744915,-33.40356333,High
-70.74503667,-33.40328833,High
-70.74516667,-33.40301167,High
-70.74531333,-33.40272333,High
-70.74548,-33.40243333,High
-70.74565,-33.40214667,High
-70.74578667,-33.401875,High
-70.74593833,-33.40159333,High
-70.74612833,-33.40126333,High
-70.74633167,-33.40093833,High
-70.746495,-33.40065,High
-70.74659,-33.40038,High
-70.74666667,-33.400085,High
-70.74637667,-33.399805,High
-70.74601333,-33.39993833,High
-70.74569667,-33.40005667,High
-70.74536167,-33.4002,High
-70.74501333,-33.40035333,High
-70.74471167,-33.400475,High
-70.7444,-33.40062167,High
-70.74406167,-33.40076167,High
-70.74372333,-33.40084667,High
-70.743395,-33.40081833,High
-70.74305167,-33.40071333,High
-70.74271,-33.40057833,High
-70.74241,-33.40046333,High
-70.74208,-33.40034,High
-70.74171,-33.40016833,High
-70.741305,-33.39999333,High
-70.74093667,-33.39982167,High
-70.740595,-33.399675,High
-70.740265,-33.39955833,High
-70.73987333,-33.39952,High
-70.73954833,-33.39959833,High
-70.73924333,-33.39971667,Medium
-70.73889833,-33.39985333,High
-70.73851833,-33.39999167,High
-70.738125,-33.40013833,High
-70.73770833,-33.40026833,High
-70.73730667,-33.40038667,High
-70.736995,-33.40046333,High
-70.73661833,-33.40055333,High
-70.73623667,-33.40063667,High
-70.73585167,-33.40070833,Medium
-70.73557167,-33.40051333,High
-70.73537833,-33.40022833,High
-70.73501333,-33.40015833,High
-70.73463167,-33.40024167,High
-70.73417,-33.40032833,High
-70.73374833,-33.40044,High
-70.73348,-33.400745,High
-70.733205,-33.40110333,High
-70.73287167,-33.40140333,High
-70.73257,-33.40166333,High
-70.73228333,-33.40178333,High
-70.7319,-33.40185333,High
-70.73153833,-33.401995,High
-70.73126833,-33.40223167,High
-70.73099833,-33.40249833,High
-70.730765,-33.402785,High
-70.73054667,-33.40305333,High
-70.730345,-33.403325,High
-70.730125,-33.40361833,High
-70.72991167,-33.40389,High
-70.72975167,-33.404105,High
-70.729555,-33.40437333,High
-70.72933,-33.404665,High
-70.72912333,-33.40493167,High
-70.72892833,-33.405185,High
-70.72873,-33.40544167,High
-70.72854,-33.40568167,High
-70.72834,-33.40591833,High
-70.72814,-33.40618667,High
-70.72777667,-33.40660333,High
-70.72744667,-33.4069,High
-70.72723167,-33.40707333,High
-70.72699,-33.40725833,High
-70.72675333,-33.40745,High
-70.72653167,-33.40762833,High
-70.72613333,-33.40793,High
-70.72582167,-33.40817667,High
-70.72557667,-33.40837,High
-70.72531167,-33.408585,High
-70.72502833,-33.408795,High
-70.724765,-33.409005,High
-70.72451,-33.40923667,High
-70.72431667,-33.40949667,High
-70.72412333,-33.409815,High
-70.72394667,-33.41011,Medium
-70.72355,-33.410705,High
-70.72334167,-33.41095,Medium
-70.72315167,-33.411145,Medium
-70.72281,-33.41140667,Medium
-70.72261667,-33.41162333,Medium
-70.722395,-33.41184333,Medium
-70.72210333,-33.412115,High
-70.721375,-33.41252,High
-70.721105,-33.41261833,Medium
-70.72082667,-33.412725,Medium
-70.72054667,-33.412845,Medium
-70.72026667,-33.41295,Medium
-70.71998,-33.413055,Medium
-70.719705,-33.41316167,High
-70.71943167,-33.41327833,Medium
-70.719175,-33.41343,High
-70.71890667,-33.41360333,High
-70.71863,-33.41378,High
-70.71836667,-33.41395333,High
-70.71812,-33.41410833,High
-70.71785333,-33.41427167,High
-70.71761667,-33.41443333,High
-70.71732,-33.41461833,High
-70.71706333,-33.41475167,High
-70.71675833,-33.41488667,High
-70.71635833,-33.41503667,High
-70.71607,-33.41538667,High
-70.7165,-33.416105,High
-70.716655,-33.41635167,High
-70.71678333,-33.41670833,High
-70.716845,-33.41695667,High
-70.71690667,-33.41721,High
-70.71697833,-33.417565,High
-70.71704167,-33.417815,High
-70.71711167,-33.41805833,High
-70.717175,-33.41838,High
-70.71727333,-33.41872667,High
-70.71735,-33.419095,High
-70.717415,-33.419415,High
-70.717465,-33.41966333,High
-70.71752333,-33.419925,High
-70.71757667,-33.42019833,High
-70.71764333,-33.42046667,High
-70.71773667,-33.42080833,High
-70.71784833,-33.42122333,High
-70.717985,-33.421775,High
-70.71804833,-33.42204667,High
-70.71813167,-33.42239167,High
-70.718205,-33.42263833,High
-70.718265,-33.422915,High
-70.71834,-33.42322,High
-70.71840333,-33.42353667,High
-70.71847,-33.42382833,High
-70.71854167,-33.424095,High
-70.718635,-33.42436167,High
-70.71872667,-33.42464667,High
-70.71881667,-33.42494333,High
-70.71888167,-33.42521167,High
-70.71904667,-33.42578667,Medium
-70.71911667,-33.42609,High
-70.71921167,-33.42633833,High
-70.71927333,-33.42664333,High
-70.719355,-33.42695,High
-70.71943833,-33.42727667,High
-70.719505,-33.427565,High
-70.719585,-33.42785,High
-70.71966333,-33.428145,High
